date,product_code,customer_code,sold_quantity
2021-10-01,A5318110105,90002002,75
2021-10-01,A5318110106,90002002,173
2021-10-01,A5318110107,90002002,52
2021-10-01,A5318110108,90002002,189
2021-10-01,A5419110201,90002002,62
2021-10-01,A5419110202,90002002,91
2021-10-01,A5419110203,90002002,88
2021-10-01,A5419110204,90002002,140
2021-10-01,A5419110205,90002002,39
2021-10-01,A5419110206,90002002,78
2021-10-01,A5419110207,90002002,36
2021-10-01,A5419110208,90002002,98
2021-10-01,A5519110301,90002002,166
2021-10-01,A5520110305,90002002,91
2021-10-01,A5520110306,90002002,55
2021-10-01,A5520110307,90002002,46
2021-10-01,A5520110308,90002002,36
2021-10-01,A5620110401,90002002,82
2021-10-01,A5620110402,90002002,147
2021-10-01,A5621110403,90002002,189
2021-10-01,A5621110404,90002002,85
2021-10-01,A5621110405,90002002,153
2021-10-01,A5621110406,90002002,98
2021-10-01,A5621110407,90002002,127
2021-10-01,A5621110408,90002002,140
2021-10-01,A5721110501,90002002,124
2021-10-01,A5721110502,90002002,189
2021-10-01,A5721110503,90002002,131
2021-10-01,A5721110504,90002002,72
2021-10-01,A5721110505,90002002,59
2021-10-01,A5721110506,90002002,160
2021-10-01,A5721110507,90002002,183
2021-10-01,A5721110508,90002002,196
2021-10-01,A5820110101,90002002,70
2021-10-01,A5820110102,90002002,110
2021-10-01,A5820110103,90002002,130
2021-10-01,A5820110104,90002002,164
2021-10-01,A5820110106,90002002,77
2021-10-01,A5820110107,90002002,67
2021-10-01,A5921110201,90002002,100
2021-10-01,A5921110202,90002002,107
2021-10-01,A5921110203,90002002,134
2021-10-01,A5921110204,90002002,67
2021-10-01,A5921110205,90002002,37
2021-10-01,A5921110206,90002002,70
2021-10-01,A5921110207,90002002,144
2021-10-01,A5921110208,90002002,113
2021-10-01,A6018110103,90002002,30
2021-10-01,A6018110104,90002002,80
2021-10-01,A6018110105,90002002,125
2021-10-01,A6018110106,90002002,80
2021-10-01,A6019110107,90002002,104
2021-10-01,A6019110108,90002002,160
2021-10-01,A6119110201,90002002,36
2021-10-01,A6119110202,90002002,77
2021-10-01,A6119110203,90002002,101
2021-10-01,A6119110204,90002002,175
2021-10-01,A6120110205,90002002,92
2021-10-01,A6120110206,90002002,30
2021-10-01,A6120110207,90002002,33
2021-10-01,A6121110208,90002002,148
2021-10-01,A6219160103,90002002,802
2021-10-01,A6319160201,90002002,1216
2021-10-01,A6319160202,90002002,904
2021-10-01,A6319160203,90002002,365
2021-10-01,A6419160301,90002002,1270
2021-10-01,A6419160302,90002002,1491
2021-10-01,A6419160303,90002002,961
2021-10-01,A6519160401,90002002,1171
2021-10-01,A6520160402,90002002,764
2021-10-01,A6520160403,90002002,1303
2021-10-01,A6620160501,90002002,758
2021-10-01,A6620160502,90002002,919
2021-10-01,A6621160503,90002002,156
2021-10-01,A6720160103,90002002,161
2021-10-01,A6818160201,90002002,1132
2021-10-01,A6818160202,90002002,1152
2021-10-01,A6819160203,90002002,1188
2021-10-01,A7219160201,90002002,964
2021-10-01,A7220160202,90002002,474
2021-10-01,A7220160203,90002002,547
2021-10-01,A7321160301,90002002,292
2021-10-01,A7321160302,90002002,870
2021-10-01,A7321160303,90002002,169
2021-09-01,A0118150103,90002002,943
2021-09-01,A0118150104,90002002,436
2021-09-01,A0219150201,90002002,432
2021-09-01,A0219150202,90002002,650
2021-09-01,A0220150203,90002002,498
2021-09-01,A0320150301,90002002,796
2021-09-01,A0321150302,90002002,739
2021-09-01,A0321150303,90002002,233
2021-09-01,A0418150103,90002002,1248
2021-09-01,A0418150104,90002002,510
2021-09-01,A0418150105,90002002,959
2021-09-01,A0418150106,90002002,288
2021-09-01,A0519150204,90002002,589
2021-09-01,A0519150205,90002002,666
2021-09-01,A0519150206,90002002,352
2021-09-01,A0519150207,90002002,518
2021-09-01,A0519150208,90002002,346
2021-09-01,A0619150301,90002002,634
2021-09-01,A0619150302,90002002,1123
2021-09-01,A0620150303,90002002,981
2021-09-01,A0620150304,90002002,1211
2021-09-01,A0620150305,90002002,981
2021-09-01,A0620150306,90002002,523
2021-09-01,A0621150307,90002002,230
2021-09-01,A0621150308,90002002,595
2021-09-01,A0721150401,90002002,1179
2021-09-01,A0721150402,90002002,1308
2021-09-01,A0721150403,90002002,1147
2021-09-01,A0721150404,90002002,1134
2021-09-01,A0821150501,90002002,225
2021-09-01,A0821150502,90002002,587
2021-09-01,A0821150503,90002002,325
2021-09-01,A0821150504,90002002,864
2021-09-01,A0921150601,90002002,1189
